id,time,feature_1,feature_2
66,19-03-2019 00:11,613.7701655,50111.307
67,19-03-2019 00:11,614.6431796,50124.53001
68,19-03-2019 00:11,613.5388611,50246.19602
69,19-03-2019 00:11,612.0859299,50265.26987
70,19-03-2019 00:11,612.2007694,50297.57641
71,19-03-2019 00:11,611.6794993,50307.30722
72,19-03-2019 00:12,610.5170607,50265.47808
73,19-03-2019 00:12,610.3686674,50291.40145
74,19-03-2019 00:12,609.9747065,50267.10345
75,19-03-2019 00:12,609.4952595,50250.81329
76,19-03-2019 00:12,608.334437,50363.27181
77,19-03-2019 00:12,607.1330288,50423.74208
78,19-03-2019 00:13,605.9993542,50470.77995
79,19-03-2019 00:13,605.5098527,50499.52702
80,19-03-2019 00:13,604.8144119,50533.36893
81,19-03-2019 00:13,604.5188455,50559.61191
82,19-03-2019 00:13,604.2650661,50563.99211
83,19-03-2019 00:13,603.3641232,50647.8309
84,19-03-2019 00:14,602.1542624,50677.33795
85,19-03-2019 00:14,600.7655432,50752.3573
86,19-03-2019 00:14,599.9854195,50945.45538
87,19-03-2019 00:14,599.3836593,51086.74302
88,19-03-2019 00:14,599.9211411,51039.26752
89,19-03-2019 00:14,598.7219956,50921.70668
90,19-03-2019 00:15,598.9421957,50936.75414
91,19-03-2019 00:15,599.4969565,51061.59189
92,19-03-2019 00:15,598.6504926,51094.42876
93,19-03-2019 00:15,597.5699265,51002.97786
94,19-03-2019 00:15,596.9574651,50938.20843
95,19-03-2019 00:15,598.4463296,50928.06759
96,19-03-2019 00:16,598.9663845,50894.38263
97,19-03-2019 00:16,599.5002433,50860.0417
98,19-03-2019 00:16,578.194944,50866.10251
99,19-03-2019 00:16,601.0274662,50931.04819
100,19-03-2019 00:16,599.5441212,50976.85808
101,19-03-2019 00:16,599.6420204,50953.10431
102,19-03-2019 00:17,598.9610491,50886.95858
103,19-03-2019 00:17,598.6341254,50904.69836
104,19-03-2019 00:17,598.9019899,50853.3964
105,19-03-2019 00:17,598.9676236,50909.73143
106,19-03-2019 00:17,598.5359461,50918.1087
107,19-03-2019 00:17,597.3925323,50962.87213
108,19-03-2019 00:18,597.8817609,50984.37604
109,19-03-2019 00:18,599.1392228,51055.85494
110,19-03-2019 00:18,598.0893459,51137.56701
111,19-03-2019 00:18,598.2876099,51166.88758
112,19-03-2019 00:18,597.2949282,51224.65615
113,19-03-2019 00:18,597.4712147,51236.15928
114,19-03-2019 00:19,595.4989197,51299.2126
115,19-03-2019 00:19,593.7811599,51298.42265
116,19-03-2019 00:19,591.5880215,51297.84991
117,19-03-2019 00:19,590.8283798,51302.32072
118,19-03-2019 00:19,588.5175177,51455.85226
119,19-03-2019 00:19,589.1865617,51771.98851
120,19-03-2019 00:20,588.641777,51833.56485
121,19-03-2019 00:20,586.7851291,51862.78933
122,19-03-2019 00:20,585.94208,51920.60559
123,19-03-2019 00:20,584.2093746,51957.52385
124,19-03-2019 00:20,581.5238928,51935.18388
125,19-03-2019 00:20,580.6468618,51820.66443
126,19-03-2019 00:21,580.0156349,51647.0619
127,19-03-2019 00:21,579.8568255,51543.79731
128,19-03-2019 00:21,578.9363679,51524.02236
129,19-03-2019 00:21,578.0310378,51464.43095
130,19-03-2019 00:21,579.0476368,51413.76478
131,19-03-2019 00:21,578.3995093,51463.64858
132,19-03-2019 00:22,577.4005838,51549.17754
133,19-03-2019 00:22,576.9923178,51635.86681
134,19-03-2019 00:22,577.2532787,51650.32515
135,19-03-2019 00:22,576.8355118,51636.70246
136,19-03-2019 00:22,575.9097365,51637.06486
137,19-03-2019 00:22,574.8002516,51668.47431
138,19-03-2019 00:23,573.7498338,51710.96591
139,19-03-2019 00:23,572.0185392,51726.24265
140,19-03-2019 00:23,569.8191992,51740.39775
141,19-03-2019 00:23,567.7325329,51703.46886
142,19-03-2019 00:23,569.9908212,51712.76391
143,19-03-2019 00:23,568.5076561,51769.4099
144,19-03-2019 00:24,568.1616928,51840.6441
145,19-03-2019 00:24,567.7428582,51905.55564
146,19-03-2019 00:24,566.1924225,51905.54607
147,19-03-2019 00:24,565.8816586,51860.65227
148,19-03-2019 00:24,564.6243532,51835.6205
149,19-03-2019 00:24,562.9698347,51890.53864
150,19-03-2019 00:25,559.5956286,51992.15191
151,19-03-2019 00:25,559.1027882,52064.86407
152,19-03-2019 00:25,561.052604,52112.97157
153,19-03-2019 00:25,561.1603599,52117.37425
154,19-03-2019 00:25,560.1278523,52093.63004
155,19-03-2019 00:25,558.8741368,52070.1924
156,19-03-2019 00:26,559.0735432,52018.19584
157,19-03-2019 00:26,558.7481216,52001.8925
158,19-03-2019 00:26,557.1397808,52035.00917
159,19-03-2019 00:26,557.3248412,52123.42429
160,19-03-2019 00:26,556.6227397,52164.19969
161,19-03-2019 00:26,555.5212435,52152.85091
162,19-03-2019 00:27,554.1418688,52122.18135
163,19-03-2019 00:27,547.8257883,52086.28702
164,19-03-2019 00:27,553.499036,51947.20848
165,19-03-2019 00:27,552.879976,51843.67341
166,19-03-2019 00:27,553.1470809,51934.10439
167,19-03-2019 00:27,553.6269287,52053.47919
168,19-03-2019 00:28,553.0562497,52174.77962
169,19-03-2019 00:28,551.9144991,52313.70894
170,19-03-2019 00:28,551.414954,52398.48134
171,19-03-2019 00:28,549.7730384,52428.58535
172,19-03-2019 00:28,550.3975755,52415.15641
173,19-03-2019 00:28,549.7756133,52364.80457
174,19-03-2019 00:29,549.0576227,52309.6735
175,19-03-2019 00:29,547.2547759,52353.08254
176,19-03-2019 00:29,548.2802244,52455.64697
177,19-03-2019 00:29,548.0971011,52510.01615
178,19-03-2019 00:29,546.9592827,52515.29689
179,19-03-2019 00:29,545.8541966,52471.10276
180,19-03-2019 00:30,546.2688596,52385.07431
181,19-03-2019 00:30,545.7466839,52288.14169
182,19-03-2019 00:30,544.4022015,52188.90546
183,19-03-2019 00:30,545.9618646,52219.45643
184,19-03-2019 00:30,545.5343398,52365.31575
185,19-03-2019 00:30,542.8072728,52478.06633
186,19-03-2019 00:31,542.9458859,52540.00506
187,19-03-2019 00:31,543.0221046,52570.02802
188,19-03-2019 00:31,543.1187611,52524.51772
189,19-03-2019 00:31,539.0834473,52393.04217
190,19-03-2019 00:31,535.0235944,52299.51606
191,19-03-2019 00:31,541.0442077,52332.90869
192,19-03-2019 00:32,541.5139451,52418.35244
193,19-03-2019 00:32,540.1167487,52538.7081
194,19-03-2019 00:32,540.1298743,52639.6842
195,19-03-2019 00:32,537.5472855,52656.0112
196,19-03-2019 00:32,531.7589416,52565.16082
197,19-03-2019 00:32,538.7255505,52504.50303
198,19-03-2019 00:33,537.5059516,52513.92973
199,19-03-2019 00:33,537.6380309,52586.31691
200,19-03-2019 00:33,537.261457,52671.44457
201,19-03-2019 00:33,536.2440636,52725.34404
202,19-03-2019 00:33,535.1966579,52781.83516
203,19-03-2019 00:33,535.1342512,52746.11389
204,19-03-2019 00:34,534.8263649,52726.58507
205,19-03-2019 00:34,535.0986391,52785.30212
206,19-03-2019 00:34,534.1784454,52816.74514
207,19-03-2019 00:34,531.8043447,52851.91142
208,19-03-2019 00:34,530.0247425,52880.42559
209,19-03-2019 00:34,532.7123151,52867.57219
210,19-03-2019 00:35,531.5484876,52807.37939
211,19-03-2019 00:35,531.2485034,52752.99034
212,19-03-2019 00:35,530.2934058,52715.68065
213,19-03-2019 00:35,526.569133,52738.58958
214,19-03-2019 00:35,529.7633839,52797.21321
215,19-03-2019 00:35,529.2529519,52830.33862
216,19-03-2019 00:36,528.0497364,52875.17762
217,19-03-2019 00:36,525.931159,52870.93441
218,19-03-2019 00:36,527.5046364,52880.56349
219,19-03-2019 00:36,526.8644078,52945.84931
220,19-03-2019 00:36,525.106335,53049.37192
221,19-03-2019 00:36,526.1903789,53102.83018
222,19-03-2019 00:37,525.7603456,53085.86861
223,19-03-2019 00:37,523.3968977,53042.86566
224,19-03-2019 00:37,524.5734547,52978.41332
225,19-03-2019 00:37,524.0623669,52932.26845
226,19-03-2019 00:37,522.8697675,52944.1689
227,19-03-2019 00:37,523.2680223,52943.41512
228,19-03-2019 00:38,523.3746498,52928.57347
229,19-03-2019 00:38,522.6252584,52921.62937
230,19-03-2019 00:38,521.7339938,52944.79011
231,19-03-2019 00:38,520.8899816,52980.05566
232,19-03-2019 00:38,519.5493277,53029.96181
233,19-03-2019 00:38,520.6628056,53009.09936
234,19-03-2019 00:39,519.4869348,52955.23372
235,19-03-2019 00:39,515.9741225,52977.07671
236,19-03-2019 00:39,518.4721621,53003.1313
237,19-03-2019 00:39,518.912267,53054.36851
238,19-03-2019 00:39,518.0597453,53115.59814
239,19-03-2019 00:39,518.1927417,53088.79237
240,19-03-2019 00:40,516.9913315,53034.91682
241,19-03-2019 00:40,516.8266605,53170.71439
242,19-03-2019 00:40,515.4735522,53153.9778
243,19-03-2019 00:40,515.5804855,53211.20612
244,19-03-2019 00:40,514.3217649,53249.63771
245,19-03-2019 00:40,514.3546078,53247.40662
246,19-03-2019 00:41,514.4872421,53258.59003
247,19-03-2019 00:41,512.4206422,53312.67123
248,19-03-2019 00:41,512.1813832,53415.3957
249,19-03-2019 00:41,513.3634431,53489.13939
250,19-03-2019 00:41,513.1459546,53495.80909
251,19-03-2019 00:41,511.2875677,53496.16171
252,19-03-2019 00:42,511.3383907,53458.66805
253,19-03-2019 00:42,510.9104602,53409.53023
254,19-03-2019 00:42,510.4728785,53375.24349
255,19-03-2019 00:42,509.6827485,53393.08178
256,19-03-2019 00:42,509.602397,53431.31693
257,19-03-2019 00:42,508.2974547,53468.21033
258,19-03-2019 00:43,507.102933,53476.51108
259,19-03-2019 00:43,508.5620366,53406.75866
260,19-03-2019 00:43,507.7773506,53332.18924
261,19-03-2019 00:43,507.563933,53299.16605
262,19-03-2019 00:43,507.4601032,53340.29364
263,19-03-2019 00:43,507.5632813,53347.92948
264,19-03-2019 00:44,506.2443936,53396.70072
265,19-03-2019 00:44,506.019919,53497.01081
266,19-03-2019 00:44,505.2969656,53627.37289
267,19-03-2019 00:44,504.227798,53629.39285
268,19-03-2019 00:44,504.7685501,53637.30817
269,19-03-2019 00:44,505.5142823,53677.50288
270,19-03-2019 00:45,505.6354401,53661.59022
271,19-03-2019 00:45,503.8972669,53598.93233
272,19-03-2019 00:45,501.7982459,53528.87627
273,19-03-2019 00:45,503.092116,53472.54133
274,19-03-2019 00:45,503.1292098,53464.69015
275,19-03-2019 00:45,501.946097,53466.88064
276,19-03-2019 00:46,500.9593035,53471.44088
277,19-03-2019 00:46,501.9381259,53438.88635
278,19-03-2019 00:46,501.4500086,53443.16042
279,19-03-2019 00:46,499.3325542,53536.41759
280,19-03-2019 00:46,497.5903379,53595.28083
281,19-03-2019 00:46,499.9655012,53608.37406
282,19-03-2019 00:47,500.3362484,53605.8037
283,19-03-2019 00:47,497.2060314,53563.79087
284,19-03-2019 00:47,498.4720575,53525.46528
285,19-03-2019 00:47,499.3721505,53511.28741
286,19-03-2019 00:47,498.5951306,53557.39574
287,19-03-2019 00:47,498.2270407,53546.60134
288,19-03-2019 00:48,498.2279655,53535.21546
289,19-03-2019 00:48,497.3542326,53561.92636
290,19-03-2019 00:48,497.633217,53554.17877
291,19-03-2019 00:48,496.669349,53530.33006
292,19-03-2019 00:48,496.9661884,53550.56391
293,19-03-2019 00:48,495.3693308,53565.37312
294,19-03-2019 00:49,495.6857784,53627.16339
295,19-03-2019 00:49,496.2772978,53697.03233
296,19-03-2019 00:49,495.4345737,53720.39434
297,19-03-2019 00:49,494.3472958,53722.57252
298,19-03-2019 00:49,492.7490762,53700.93253
299,19-03-2019 00:49,491.7696462,53702.1348
300,19-03-2019 00:50,492.9608756,53641.25379
301,19-03-2019 00:50,492.6281109,53646.55153
302,19-03-2019 00:50,493.4871398,53612.53899
303,19-03-2019 00:50,495.3247432,53601.92405
304,19-03-2019 00:50,495.8910216,53492.195
305,19-03-2019 00:50,496.1273696,53496.67294
306,19-03-2019 00:51,496.6058937,53330.07822
307,19-03-2019 00:51,497.8736415,53270.66444
308,19-03-2019 00:51,499.6223624,53263.53701
309,19-03-2019 00:51,500.0919737,53169.77432
310,19-03-2019 00:51,499.7785915,53305.76198
311,19-03-2019 00:51,496.1455511,53327.9577
312,19-03-2019 00:52,500.5413007,53389.85062
313,19-03-2019 00:52,500.737404,53425.07538
314,19-03-2019 00:52,500.764486,53370.85061
315,19-03-2019 00:52,502.0481979,53361.80283
316,19-03-2019 00:52,500.9098651,53357.4269
317,19-03-2019 00:52,499.802726,53382.70171
318,19-03-2019 00:53,497.5364349,53404.78042
319,19-03-2019 00:53,494.2727197,53294.47078
320,19-03-2019 00:53,496.8245894,53701.15105
321,19-03-2019 00:53,495.7332761,54027.74185
322,19-03-2019 00:53,495.8316718,54102.34565
323,19-03-2019 00:53,496.4841495,54132.98613
324,19-03-2019 00:54,496.5487871,54290.4057
325,19-03-2019 00:54,494.6093639,54251.81785
326,19-03-2019 00:54,493.6919667,54132.60918
327,19-03-2019 00:54,495.8508998,53936.71553
328,19-03-2019 00:54,495.8465348,53682.15041
329,19-03-2019 00:54,497.4910122,53434.2209
330,19-03-2019 00:55,498.8046384,53205.80106
331,19-03-2019 00:55,497.9667282,53021.30845
332,19-03-2019 00:55,498.4773111,52983.83731
333,19-03-2019 00:55,499.4299019,52973.28074
334,19-03-2019 00:55,500.4446149,52895.16324
335,19-03-2019 00:55,499.0400942,52939.68992
336,19-03-2019 00:56,499.302218,53007.65414
337,19-03-2019 00:56,499.5470832,52990.66901
338,19-03-2019 00:56,498.5004265,52953.19569
339,19-03-2019 00:56,498.8861119,52921.38186
340,19-03-2019 00:56,499.6992365,53003.5194
341,19-03-2019 00:56,500.765184,53175.43125
342,19-03-2019 00:57,503.3700871,53340.65518
343,19-03-2019 00:57,503.4041419,53473.84157
344,19-03-2019 00:57,501.6213597,53487.53403
345,19-03-2019 00:57,500.7286193,53492.86086
346,19-03-2019 00:57,500.5050065,53528.08401
347,19-03-2019 00:57,499.5564579,53550.91562
348,19-03-2019 00:58,498.6761035,53511.38115
349,19-03-2019 00:58,497.9084537,53374.36618
350,19-03-2019 00:58,496.6415662,53267.69103
351,19-03-2019 00:58,496.9494462,53295.81547
352,19-03-2019 00:58,495.8167561,53371.53687
353,19-03-2019 00:58,494.337947,53527.39794
354,19-03-2019 00:59,493.6239704,53546.1895
355,19-03-2019 00:59,492.7807757,53583.97786
356,19-03-2019 00:59,490.1766459,53586.61042
357,19-03-2019 00:59,491.9477225,53578.57868
358,19-03-2019 00:59,491.2290143,53596.48266
359,19-03-2019 00:59,488.9914712,53525.0907
360,19-03-2019 01:00,489.642505,53519.37319
361,19-03-2019 01:00,489.8655171,53524.41428
362,19-03-2019 01:00,489.2760868,53497.42131
363,19-03-2019 01:00,486.0478045,53513.84098
364,19-03-2019 01:00,488.6233242,53507.50836
365,19-03-2019 01:00,487.9005051,53537.7909
366,19-03-2019 01:01,486.0660103,53504.75269
367,19-03-2019 01:01,486.0980355,53471.87336
368,19-03-2019 01:01,486.5509946,53475.06118
369,19-03-2019 01:01,484.8822513,53457.51511
370,19-03-2019 01:01,484.6896684,53481.2389
371,19-03-2019 01:01,486.4936967,53461.16826
372,19-03-2019 01:02,486.6574438,53468.16978
373,19-03-2019 01:02,487.2989137,53502.92069
374,19-03-2019 01:02,488.0674312,53491.39851
375,19-03-2019 01:02,486.8333588,53479.36985
376,19-03-2019 01:02,486.2144038,53450.40999
377,19-03-2019 01:02,487.2251881,53418.86742
378,19-03-2019 01:03,487.6668932,53470.05953
379,19-03-2019 01:03,485.8175313,53460.62869
380,19-03-2019 01:03,484.8274848,53378.70539
381,19-03-2019 01:03,491.2023345,53346.66343
382,19-03-2019 01:03,490.7229926,53304.74243
383,19-03-2019 01:03,490.2423105,53304.34406
384,19-03-2019 01:04,486.4171447,53290.20789
385,19-03-2019 01:04,487.5841334,53258.31431
386,19-03-2019 01:04,487.1361129,53255.14452
387,19-03-2019 01:04,485.8561561,53291.35234
388,19-03-2019 01:04,484.6866362,53375.42769
389,19-03-2019 01:04,485.3355787,53365.17042
390,19-03-2019 01:05,484.9439265,53375.81191
391,19-03-2019 01:05,482.0789361,53421.92312
392,19-03-2019 01:05,485.0233013,53461.58467
393,19-03-2019 01:05,485.1169648,53460.84706
394,19-03-2019 01:05,483.6099281,53432.31395
395,19-03-2019 01:05,484.5428035,53384.42549
396,19-03-2019 01:06,483.9162282,53283.27949
397,19-03-2019 01:06,480.5774721,53293.43229
398,19-03-2019 01:06,482.0621297,53357.37517
399,19-03-2019 01:06,483.6045717,53393.8051
400,19-03-2019 01:06,483.0736879,53497.1653
401,19-03-2019 01:06,480.9865194,53545.96741
402,19-03-2019 01:07,476.4106245,53558.13385
403,19-03-2019 01:07,481.958052,53563.27334
404,19-03-2019 01:07,482.1934285,53508.73505
405,19-03-2019 01:07,479.2357782,53418.03222
406,19-03-2019 01:07,481.6171391,53314.98945
407,19-03-2019 01:07,481.1237467,53248.30939
408,19-03-2019 01:08,480.8148346,53308.17965
409,19-03-2019 01:08,479.3013619,53383.58077
410,19-03-2019 01:08,480.3321373,53411.90336
411,19-03-2019 01:08,479.9816278,53358.84902
412,19-03-2019 01:08,479.039975,53267.22939
413,19-03-2019 01:08,478.6071251,53171.67144
414,19-03-2019 01:09,478.426005,53100.14457
415,19-03-2019 01:09,477.8410404,53074.56847
416,19-03-2019 01:09,474.9900539,53053.114
417,19-03-2019 01:09,476.8994242,53085.49504
418,19-03-2019 01:09,477.0547452,53148.54284
419,19-03-2019 01:09,471.8509312,53164.40794
420,19-03-2019 01:10,475.7472549,53151.8346
421,19-03-2019 01:10,475.0498073,53155.63896
422,19-03-2019 01:10,478.431477,53166.30632
423,19-03-2019 01:10,474.9108799,53154.30486
424,19-03-2019 01:10,475.0324333,53203.62255
425,19-03-2019 01:10,474.4872511,53255.25837
426,19-03-2019 01:11,474.2249573,53294.7314
427,19-03-2019 01:11,474.5073812,53277.87545
428,19-03-2019 01:11,474.3258355,53170.5023
429,19-03-2019 01:11,473.8528526,53073.64877
430,19-03-2019 01:11,472.5672682,53081.85921
431,19-03-2019 01:11,472.5693904,53122.1979
432,19-03-2019 01:12,471.6704919,53105.28288
433,19-03-2019 01:12,471.0738394,53092.61833
434,19-03-2019 01:12,469.3795986,53077.98161
435,19-03-2019 01:12,470.2876028,53035.33258
436,19-03-2019 01:12,469.5687167,52996.39174
437,19-03-2019 01:12,469.038772,52978.13877
438,19-03-2019 01:13,465.8434476,52984.32991
439,19-03-2019 01:13,468.1836599,53087.68109
440,19-03-2019 01:13,467.5949537,53194.61068
441,19-03-2019 01:13,467.4368297,53244.4035
442,19-03-2019 01:13,463.6090757,53268.24726
443,19-03-2019 01:13,465.9482125,53246.81692
444,19-03-2019 01:14,465.5978754,53201.00218
445,19-03-2019 01:14,464.6001829,53171.37139
446,19-03-2019 01:14,463.7140044,53167.70755
447,19-03-2019 01:14,463.9360753,53259.98322
448,19-03-2019 01:14,463.7165512,53389.90215
449,19-03-2019 01:14,462.2699132,53440.74401
450,19-03-2019 01:15,462.3586432,53495.55779
451,19-03-2019 01:15,461.822068,53544.26536
452,19-03-2019 01:15,461.5665841,53547.30286
453,19-03-2019 01:15,460.1503297,53553.12237
454,19-03-2019 01:15,461.1720484,53544.845
455,19-03-2019 01:15,460.9352699,53518.92164
456,19-03-2019 01:16,459.2397762,53495.14627
457,19-03-2019 01:16,459.7148461,53436.71555
458,19-03-2019 01:16,460.1152296,53392.58223
459,19-03-2019 01:16,459.2548936,53383.3653
460,19-03-2019 01:16,457.7267218,53400.73727
461,19-03-2019 01:16,458.465532,53451.47846
462,19-03-2019 01:17,458.0390906,53438.13848
463,19-03-2019 01:17,457.4175211,53434.27947
464,19-03-2019 01:17,448.4639993,53443.36748
465,19-03-2019 01:17,456.1766142,53406.60718
466,19-03-2019 01:17,456.0086229,53375.09382
467,19-03-2019 01:17,455.0127634,53390.91541
468,19-03-2019 01:18,455.2154544,53450.9991
469,19-03-2019 01:18,453.0831855,53511.39326
470,19-03-2019 01:18,453.9177177,53522.98943
471,19-03-2019 01:18,453.4835739,53484.7627
472,19-03-2019 01:18,453.3079782,53473.83007
473,19-03-2019 01:18,453.7781697,53504.63073
474,19-03-2019 01:19,453.1476452,53554.09909
475,19-03-2019 01:19,453.6197509,53589.4631
476,19-03-2019 01:19,452.8352419,53628.19515
477,19-03-2019 01:19,452.7541187,53634.89646
478,19-03-2019 01:19,452.0448612,53500.57336
479,19-03-2019 01:19,450.6132575,53272.87981
480,19-03-2019 01:20,450.5214449,53101.32873
481,19-03-2019 01:20,451.4410214,53013.07138
482,19-03-2019 01:20,451.3105227,52981.34023
483,19-03-2019 01:20,449.0491201,53019.70386
484,19-03-2019 01:20,450.2994621,53091.2912
485,19-03-2019 01:20,450.273942,53111.67732
486,19-03-2019 01:21,446.5777846,53156.13394
487,19-03-2019 01:21,448.4707587,53338.43643
488,19-03-2019 01:21,448.6503926,53508.12017
489,19-03-2019 01:21,448.4962868,53630.688
490,19-03-2019 01:21,446.4001943,53726.20942
491,19-03-2019 01:21,447.2530063,53802.07444
492,19-03-2019 01:22,447.0179951,53866.65295
493,19-03-2019 01:22,447.491025,53908.17208
494,19-03-2019 01:22,447.7594081,53940.12038
495,19-03-2019 01:22,446.8471705,53959.23266
496,19-03-2019 01:22,446.6443367,53935.65372
497,19-03-2019 01:22,438.3894771,53916.13596
498,19-03-2019 01:23,446.2223768,53966.82198
499,19-03-2019 01:23,432.6389442,54025.53576
500,19-03-2019 01:23,438.7544283,54011.76048
501,19-03-2019 01:23,445.4286698,53973.03933
502,19-03-2019 01:23,444.9047009,53980.80218
503,19-03-2019 01:23,444.9991451,53994.85727
504,19-03-2019 01:24,444.1526226,54045.1463
505,19-03-2019 01:24,443.4224601,54087.69148
506,19-03-2019 01:24,443.8383886,54050.31132
507,19-03-2019 01:24,441.0179318,53991.53701
508,19-03-2019 01:24,439.2846583,53960.45727
509,19-03-2019 01:24,442.4550419,53943.8459
510,19-03-2019 01:25,441.5608591,53921.97198
511,19-03-2019 01:25,441.2385098,53921.54266
512,19-03-2019 01:25,441.2321596,53894.27178
513,19-03-2019 01:25,434.9067656,53882.82647
514,19-03-2019 01:25,439.3162465,53850.26213
515,19-03-2019 01:25,439.8409913,53762.69624
516,19-03-2019 01:26,439.0793827,53695.80584
517,19-03-2019 01:26,438.9752637,53682.78689
518,19-03-2019 01:26,439.2096708,53694.80986
519,19-03-2019 01:26,437.5236795,53705.71336
520,19-03-2019 01:26,438.0655259,53702.30518
521,19-03-2019 01:26,437.3275883,53638.29268
522,19-03-2019 01:27,437.6756013,53558.37832
523,19-03-2019 01:27,435.0595617,53550.2516
524,19-03-2019 01:27,435.8716853,53624.91999
525,19-03-2019 01:27,435.3575423,53745.27674
526,19-03-2019 01:27,435.5007643,53849.14179
527,19-03-2019 01:27,434.8623628,53899.26678
528,19-03-2019 01:28,434.4553912,53939.56083
529,19-03-2019 01:28,431.3720476,54046.97263
530,19-03-2019 01:28,433.8476017,54100.46366
531,19-03-2019 01:28,433.1632039,54091.30284
532,19-03-2019 01:28,433.1031942,54107.56565
533,19-03-2019 01:28,432.796562,54116.18796
534,19-03-2019 01:29,431.2932025,54138.73391
535,19-03-2019 01:29,428.8030511,54122.49251
536,19-03-2019 01:29,431.2270192,54066.43316
537,19-03-2019 01:29,430.7648572,54018.09832
538,19-03-2019 01:29,429.882684,54011.57836
539,19-03-2019 01:29,430.2080791,54039.37114
540,19-03-2019 01:30,429.8623537,54054.75917
541,19-03-2019 01:30,430.1306724,54024.19188
542,19-03-2019 01:30,428.9092005,53951.66814
543,19-03-2019 01:30,427.6348769,53863.27792
544,19-03-2019 01:30,429.1680704,53825.78732
545,19-03-2019 01:30,428.5524315,53856.43231
546,19-03-2019 01:31,427.9608574,53891.43821
547,19-03-2019 01:31,426.9680927,53904.36761
548,19-03-2019 01:31,424.0580901,53887.19229
549,19-03-2019 01:31,427.4078737,53831.74536
550,19-03-2019 01:31,427.4276977,53753.78022
551,19-03-2019 01:31,426.6838914,53720.61192
552,19-03-2019 01:32,426.8813702,53771.32654
553,19-03-2019 01:32,423.4203861,53829.94821
554,19-03-2019 01:32,424.4541224,53820.98215
555,19-03-2019 01:32,424.6961106,53897.03622
556,19-03-2019 01:32,424.4632598,53987.52879
557,19-03-2019 01:32,425.2835403,54037.52033
558,19-03-2019 01:33,424.9377414,54078.94697
559,19-03-2019 01:33,423.7267072,54115.38879
